hospital,error_type,invoice_id,planted_line,detail,line_match_before,line_match_after,flagged,category_found,extra_categories,expected_total,original_total,contract_total,total_equals_original,tier,confidence,spillover_in_batch
H2,malformed_service_date,INV-H2-000050,H2-L00050-01,31/02/2024,strong,strong,1,1,,1662879,1662879,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000647,H2-L00647-06,31/02/2024,strong,strong,1,1,,2068148,2068148,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000794,H2-L00794-09,31/02/2024,exact,exact,1,1,,2921087,2921087,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-001070,H2-L01070-04,31/02/2024,exact,exact,1,1,,3531763,3531763,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000377,H2-L00377-13,31/02/2024,strong,strong,1,1,,2352231,2352231,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000604,H2-L00604-12,31/02/2024,exact,exact,1,1,,4240861,4240861,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-001053,H2-L01053-08,31/02/2024,exact,exact,1,1,unit_price_mismatch,4299400,4283250,,0,F1,0.97,0
H2,malformed_service_date,INV-H2-000564,H2-L00564-03,31/02/2024,exact,exact,1,1,,3032224,3032224,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000252,H2-L00252-10,31/02/2024,exact,exact,1,1,,2386515,2386515,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000309,H2-L00309-05,31/02/2024,strong,strong,1,1,,2638802,2638802,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000222,H2-L00222-02,31/02/2024,exact,exact,1,1,,1692095,1692095,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000559,H2-L00559-02,31/02/2024,exact,exact,1,1,,1558207,1558207,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000274,H2-L00274-02,31/02/2024,strong,strong,1,1,,2988227,2988227,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000964,H2-L00964-05,31/02/2024,exact,exact,1,1,,2271587,2271587,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000690,H2-L00690-06,31/02/2024,exact,exact,1,1,,909493,909493,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000406,H2-L00406-02,31/02/2024,exact,exact,1,1,,4333007,4333007,,1,F1,0.97,0
H2,malformed_service_date,INV-H2-000587,H2-L00587-09,31/02/2024,strong,strong,1,1,,3303488,3303488,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000707,H2-L00707-07,2026-04-09,exact,exact,1,1,,3032127,3032127,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000984,H2-L00984-04,2026-01-03,exact,exact,1,1,,516810,516810,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000411,H2-L00411-05,2026-03-23,strong,strong,1,1,,659984,659984,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000262,H2-L00262-11,2026-03-18,exact,exact,1,1,unit_price_mismatch,1447650,1413500,,0,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000084,H2-L00084-07,2026-03-01,strong,strong,1,1,,2242000,2242000,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000451,H2-L00451-02,2026-05-05,strong,strong,1,1,,753854,753854,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000003,H2-L00003-06,2026-01-30,exact,exact,1,1,,2215650,2215650,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000633,H2-L00633-06,2026-04-19,exact,exact,1,1,,1114656,1114656,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000544,H2-L00544-09,2026-05-20,exact,exact,1,1,,4361678,4361678,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000406,H2-L00406-05,2026-03-02,strong,strong,1,1,,4333007,4333007,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000837,H2-L00837-10,2026-04-30,exact,exact,1,1,,2944435,2944435,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-001050,H2-L01050-19,2026-01-06,exact,exact,1,1,,2848318,2848318,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000096,H2-L00096-01,2026-04-02,exact,exact,1,1,unit_price_mismatch,3650467,3582167,,0,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000333,H2-L00333-08,2026-03-24,strong,strong,1,1,,1201594,1201594,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000125,H2-L00125-12,2026-03-14,exact,exact,1,1,,3396593,3396593,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000136,H2-L00136-06,2026-01-03,exact,exact,1,1,,1844743,1844743,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000348,H2-L00348-06,2026-04-20,exact,exact,1,1,,2412300,2412300,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-001001,H2-L01001-09,2026-04-01,strong,strong,1,1,,2346146,2346146,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000204,H2-L00204-01,2026-03-29,exact,exact,1,1,,2552210,2552210,,1,F1,0.97,0
H2,service_date_out_of_window,INV-H2-000935,H2-L00935-08,2026-03-12,exact,exact,1,1,unit_price_mismatch,1519568,1467418,,0,F1,0.97,0
H2,service_date_after_invoice_date,INV-H2-000132,H2-L00132-04,2024-04-21 > invoice 2024-04-17,strong,strong,1,1,,413865,413865,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000601,H2-L00601-05,2025-02-06 > invoice 2025-01-31,exact,exact,1,1,,1432869,1432869,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000086,H2-L00086-07,2024-03-24 > invoice 2024-03-19,exact,exact,1,1,,1449553,1449553,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000721,H2-L00721-11,2025-04-26 > invoice 2025-04-24,exact,exact,1,1,,2779727,2779727,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000642,H2-L00642-12,2025-03-11 > invoice 2025-03-07,exact,exact,1,1,,2904883,2904883,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000072,H2-L00072-04,2024-03-12 > invoice 2024-03-08,unit_tiebreak,unit_tiebreak,1,1,,1542567,1542567,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000386,H2-L00386-08,2024-09-12 > invoice 2024-09-05,exact,exact,1,1,,1412868,1412868,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000708,H2-L00708-04,2025-04-26 > invoice 2025-04-19,exact,exact,1,1,,742147,742147,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000318,H2-L00318-06,2024-08-09 > invoice 2024-08-04,exact,exact,1,1,,3066075,3066075,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000182,H2-L00182-07,2024-06-01 > invoice 2024-05-26,strong,strong,1,1,,3424525,3424525,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-001078,H2-L01078-01,2025-11-30 > invoice 2025-11-24,strong,strong,1,1,,3309778,3309778,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000470,H2-L00470-08,2024-11-19 > invoice 2024-11-17,exact,exact,1,1,unit_price_mismatch,903225,848500,,0,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-001011,H2-L01011-08,2025-10-20 > invoice 2025-10-17,exact,exact,1,1,,2055812,2055812,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000020,H2-L00020-09,2024-02-03 > invoice 2024-01-31,exact,exact,1,1,volume_discount_omitted,3651781,3676525,,0,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000204,H2-L00204-11,2024-06-08 > invoice 2024-06-03,exact,exact,1,1,,2552210,2552210,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000974,H2-L00974-06,2025-10-05 > invoice 2025-09-28,strong,strong,1,1,,3352291,3352291,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000933,H2-L00933-02,2025-09-19 > invoice 2025-09-13,strong,strong,1,1,,750403,750403,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000279,H2-L00279-08,2024-07-24 > invoice 2024-07-18,exact,exact,1,1,,4108959,4108959,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000255,H2-L00255-02,2024-07-05 > invoice 2024-07-03,strong,strong,1,1,,1298069,1298069,,1,F1,0.97,1
H2,service_date_after_invoice_date,INV-H2-000208,H2-L00208-02,2024-06-05 > invoice 2024-05-30,exact,exact,1,1,,894341,894341,,1,F1,0.97,1
H2,wrong_unit_basis,INV-H2-000024,H2-L00024-12,per_procedure -> per_day,exact,exact,1,1,,4052564,4052564,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000609,H2-L00609-12,per_procedure -> per_visit,exact,exact,1,1,,5579682,5579682,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000763,H2-L00763-05,per_visit -> per_test,exact,exact,1,1,,1102120,1102120,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000381,H2-L00381-03,per_hour -> per_unit_dispensed,strong,strong,1,1,,536246,536246,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000357,H2-L00357-03,per_item -> per_day,exact,exact,1,1,,2918301,2918301,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000527,H2-L00527-10,per_hour -> per_procedure,strong,strong,1,1,,2372365,2372365,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000630,H2-L00630-10,per_unit_dispensed -> per_night,exact,exact,1,1,,1202654,1202654,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000292,H2-L00292-13,per_visit -> per_test,exact,exact,1,1,,4047004,4047004,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000719,H2-L00719-07,per_hour -> per_unit_dispensed,exact,exact,1,1,,1128563,1128563,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000768,H2-L00768-10,per_night -> per_hour,exact,exact,1,1,,1576763,1576763,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000875,H2-L00875-08,per_night -> per_unit_dispensed,strong,strong,1,1,,2722964,2722964,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000729,H2-L00729-13,per_visit -> per_test,exact,exact,1,1,,4363911,4363911,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000108,H2-L00108-06,per_night -> per_day,exact,exact,1,1,,939000,939000,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000715,H2-L00715-16,per_item -> per_day,exact,exact,1,1,,3505795,3505795,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-001001,H2-L01001-13,per_visit -> per_night,exact,exact,1,1,,2346146,2346146,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000368,H2-L00368-13,per_item -> per_day,exact,exact,1,1,,3089495,3089495,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000168,H2-L00168-03,per_procedure -> per_visit,strong,strong,1,1,,3421831,3421831,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000559,H2-L00559-01,per_unit_dispensed -> per_hour,exact,exact,1,1,,1558207,1558207,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-000714,H2-L00714-01,per_procedure -> per_day,strong,strong,1,1,,4240210,4240210,,1,F2,0.93,0
H2,wrong_unit_basis,INV-H2-001103,H2-L01103-11,per_visit -> per_hour,strong,strong,1,1,,2203699,2203699,,1,F2,0.93,0
H2,unknown_service,INV-H2-000347,H2-L00347-03,description 'Emergency Pulmonary Radiotherapy Fraction' (not in this contract),exact,none,1,1,,1874095,1874095,,1,F2,0.93,0
H2,unknown_service,INV-H2-000101,H2-L00101-04,description 'Intermittent Immunologic Isolation Room Occupancy' (not in this contract),exact,none,1,1,,1444535,1444535,,1,F2,0.93,0
H2,unknown_service,INV-H2-000225,H2-L00225-12,description 'Preoperative Immunologic Recovery Room Occupancy' (not in this contract),strong,none,1,1,,3822242,3822242,,1,F2,0.93,0
H2,unknown_service,INV-H2-000312,H2-L00312-09,description 'Supervised Pulmonary Anaesthesia Administration' (not in this contract),strong,none,1,1,,1517532,1517532,,1,F2,0.93,0
H2,unknown_service,INV-H2-000934,H2-L00934-02,description 'Intermittent Neurological Laboratory Panel' (not in this contract),exact,none,1,1,,1713705,1713705,,1,F2,0.93,0
H2,unknown_service,INV-H2-000015,H2-L00015-02,description 'Bedside Psychiatric Dialysis Session' (not in this contract),exact,none,1,1,,3265271,3265271,,1,F2,0.93,0
H2,unknown_service,INV-H2-000264,H2-L00264-02,description 'Elective Pulmonary Imaging Interpretation' (not in this contract),strong,none,1,1,,1903274,1903274,,1,F2,0.93,0
H2,unknown_service,INV-H2-000831,H2-L00831-09,description 'Comprehensive Otolaryngologic Theatre Time' (not in this contract),strong,none,1,1,,1961747,1961747,,1,F2,0.93,0
H2,unknown_service,INV-H2-001097,H2-L01097-06,description 'Specialist Gastrointestinal Imaging Interpretation' (not in this contract),exact,none,1,1,,825286,825286,,1,F2,0.93,0
H2,unknown_service,INV-H2-000879,H2-L00879-17,description 'Elective Vascular Diagnostic Imaging' (not in this contract),exact,none,1,1,,3294671,3294671,,1,F2,0.93,0
H2,unknown_service,INV-H2-000644,H2-L00644-05,description 'Bedside Palliative Wound Care' (not in this contract),exact,none,1,1,,1398308,1398308,,1,F2,0.93,0
H2,unknown_service,INV-H2-001114,H2-L01114-02,description 'Emergency Pulmonary Biopsy Procedure' (not in this contract),exact,none,1,1,,2250654,2250654,,1,F2,0.93,0
H2,unknown_service,INV-H2-001092,H2-L01092-05,description 'Extended Endocrine Theatre Time' (not in this contract),exact,none,1,1,,1713805,1713805,,1,F2,0.93,0
H2,unknown_service,INV-H2-000997,H2-L00997-05,description 'Intermittent Immunologic Isolation Room Occupancy' (not in this contract),strong,none,1,1,,1270700,1270700,,1,F2,0.93,0
H2,unknown_service,INV-H2-000680,H2-L00680-06,description 'Bedside Vascular Critical Care Occupancy' (not in this contract),exact,none,1,1,,3026199,3026199,,1,F2,0.93,0
H2,unknown_service,INV-H2-000369,H2-L00369-14,description 'Advanced Paediatric Telemetry Monitoring' (not in this contract),exact,none,1,1,,4816109,4816109,,1,F2,0.93,0
H2,unknown_service,INV-H2-000466,H2-L00466-03,description 'Emergency Oncology Imaging Interpretation' (not in this contract),exact,none,1,1,,2091634,2091634,,1,F2,0.93,0
H2,unknown_service,INV-H2-000305,H2-L00305-01,description 'Postoperative Neurological Diagnostic Imaging' (not in this contract),exact,none,1,1,,1720763,1720763,,1,F2,0.93,0
H2,unknown_service,INV-H2-000779,H2-L00779-03,description 'Outpatient Metabolic Radiotherapy Fraction' (not in this contract),strong,none,1,1,,797743,797743,,1,F2,0.93,0
H2,unknown_service,INV-H2-001079,H2-L01079-02,description 'Continuous Otolaryngologic Telemetry Monitoring' (not in this contract),strong,none,1,1,,3178980,3178980,,1,F2,0.93,0
H2,unknown_service_lookalike,INV-H2-000437,H2-L00437-08,description 'Preoperative Imaging Interpretation' (specialty dropped from a non-contract service),strong,none,1,1,,2565495,2565495,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000988,H2-L00988-02,description 'Preoperative Imaging Interpretation' (specialty dropped from a non-contract service),strong,none,1,1,,3748700,3748700,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000393,H2-L00393-09,description 'Intermittent Laboratory Panel' (specialty dropped from a non-contract service),strong,none,1,1,,2854089,2854089,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000883,H2-L00883-05,description 'Inpatient Isolation Room Occupancy' (specialty dropped from a non-contract service),exact,none,1,1,,1194295,1194295,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000484,H2-L00484-10,description 'Preoperative Physiotherapy Session' (specialty dropped from a non-contract service),exact,none,1,1,,1766773,1766773,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000959,H2-L00959-04,description 'Intermittent Rehabilitation Programme' (specialty dropped from a non-contract service),exact,none,1,1,,1345550,1345550,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000347,H2-L00347-02,description 'Specialist Sterilisation Service' (specialty dropped from a non-contract service),exact,none,1,1,,1874095,1874095,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000861,H2-L00861-08,description 'Preoperative Imaging Interpretation' (specialty dropped from a non-contract service),strong,none,1,1,,864006,864006,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000225,H2-L00225-14,description 'Intermittent Rehabilitation Programme' (specialty dropped from a non-contract service),exact,strong,1,0,unit_price_mismatch,3840217,3822242,,0,F2,0.93,0
H2,unknown_service_lookalike,INV-H2-000029,H2-L00029-08,description 'Extended Radiotherapy Fraction' (specialty dropped from a non-contract service),exact,none,1,1,unit_price_mismatch,2947775,2935775,,0,F2,0.93,0
H2,unknown_service_lookalike,INV-H2-000101,H2-L00101-02,description 'Preoperative Imaging Interpretation' (specialty dropped from a non-contract service),exact,none,1,1,,1444535,1444535,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000246,H2-L00246-11,description 'Ambulatory Nutritional Support' (specialty dropped from a non-contract service),strong,none,1,1,,3928710,3928710,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000348,H2-L00348-09,description 'Postoperative Physiotherapy Session' (specialty dropped from a non-contract service),exact,strong,1,0,unit_price_mismatch,2449800,2412300,,0,F2,0.93,0
H2,unknown_service_lookalike,INV-H2-000659,H2-L00659-10,description 'Standard Infusion Therapy' (specialty dropped from a non-contract service),exact,none,1,1,,2083537,2083537,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000114,H2-L00114-01,description 'Bedside Radiotherapy Fraction' (specialty dropped from a non-contract service),exact,none,1,1,,2359940,2359940,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000493,H2-L00493-05,description 'Specialist Sterilisation Service' (specialty dropped from a non-contract service),exact,none,1,1,,3246586,3246586,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000230,H2-L00230-04,description 'Inpatient Isolation Room Occupancy' (specialty dropped from a non-contract service),exact,none,1,1,,1871100,1871100,,1,F3,0.8,0
H2,unknown_service_lookalike,INV-H2-000435,H2-L00435-01,description 'Supervised Diagnostic Imaging' (specialty dropped from a non-contract service),strong,strong,1,0,unit_price_mismatch,2085911,1993856,,0,F2,0.93,0
H2,unknown_service_lookalike,INV-H2-000033,H2-L00033-05,description 'Intermittent Rehabilitation Programme' (specialty dropped from a non-contract service),exact,strong,1,0,unit_price_mismatch,2429182,2413432,,0,F2,0.93,0
H2,unknown_service_lookalike,INV-H2-001071,H2-L01071-04,description 'Intermittent Anaesthesia Administration' (specialty dropped from a non-contract service),exact,none,1,1,,1853918,1853918,,1,F3,0.8,0
H2,daily_cap_exceeded,INV-H2-000833,H2-L00833-06,quantity 1 -> 11 (cap 6),exact,exact,1,1,,5590720,5204720,5590720,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000456,H2-L00456-03,quantity 3 -> 7 (cap 4),exact,exact,1,1,,2363225,2350475,2363225,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000354,H2-L00354-03,quantity 3 -> 14 (cap 12),strong,strong,1,1,,1010037,882912,1010037,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000544,H2-L00544-18,quantity 1 -> 11 (cap 6),exact,exact,1,1,,5546678,4361678,5546678,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000076,H2-L00076-09,quantity 5 -> 10 (cap 6),exact,exact,1,1,,2089003,2055003,2089003,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000059,H2-L00059-07,quantity 3 -> 17 (cap 12),exact,exact,1,1,,1967563,1840438,1967563,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000018,H2-L00018-05,quantity 2 -> 8 (cap 6),exact,exact,1,1,,3651925,3343125,3651925,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000947,H2-L00947-03,quantity 4 -> 25 (cap 24),exact,exact,1,1,,6091050,2794550,6091050,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000862,H2-L00862-01,quantity 1 -> 11 (cap 6),strong,strong,1,1,,2786211,2616211,2786211,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000888,H2-L00888-07,quantity 1 -> 7 (cap 4),exact,exact,1,1,,1679600,1641200,1679600,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-001101,H2-L01101-08,quantity 4 -> 9 (cap 4),exact,exact,1,1,,1998485,1998485,1998485,1,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000021,H2-L00021-04,quantity 2 -> 26 (cap 24),strong,strong,1,1,,6808800,3182650,6808800,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000908,H2-L00908-10,quantity 3 -> 10 (cap 6),exact,exact,1,1,,3942632,3840632,3942632,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000691,H2-L00691-16,quantity 2 -> 26 (cap 24),exact,exact,1,1,,4674393,4187093,4674393,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000387,H2-L00387-06,quantity 5 -> 25 (cap 24),exact,exact,1,1,,6322361,3190686,6322361,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-001117,H2-L01117-17,quantity 2 -> 7 (cap 6),exact,exact,1,1,,3998848,3050848,3998848,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000910,H2-L00910-19,quantity 6 -> 26 (cap 24),strong,strong,1,1,,4340444,3941744,4340444,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000716,H2-L00716-04,quantity 2 -> 6 (cap 4),strong,strong,1,1,,3818948,3793348,3818948,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-001059,H2-L01059-05,quantity 1 -> 7 (cap 6),exact,exact,1,1,,1885562,700562,1885562,0,F2,0.93,0
H2,daily_cap_exceeded,INV-H2-000457,H2-L00457-11,quantity 3 -> 28 (cap 24),strong,strong,1,1,,5430409,1969084,5430409,0,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000649,,copies H2-L00370-02 from INV-H2-000370,,,1,1,,1552032,1552032,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000672,,copies H2-L00535-12 from INV-H2-000535,,,1,1,,3149355,3149355,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000486,,copies H2-L00317-03 from INV-H2-000317,,,1,1,,3301850,3301850,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000886,,copies H2-L00521-04 from INV-H2-000521,,,1,1,,2570948,2570948,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000990,,copies H2-L00002-08 from INV-H2-000002,,,1,1,,2687172,2687172,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-001045,,copies H2-L00294-01 from INV-H2-000294,,,1,1,,3893284,3893284,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000846,,copies H2-L00694-16 from INV-H2-000694,,,1,1,,2680106,2680106,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000678,,copies H2-L00460-05 from INV-H2-000460,,,1,1,,4303873,4303873,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000975,,copies H2-L00268-03 from INV-H2-000268,,,1,1,,3325550,3325550,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000882,,copies H2-L00271-06 from INV-H2-000271,,,1,1,,1718401,1718401,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000801,,copies H2-L00461-03 from INV-H2-000461,,,1,1,,2168039,2168039,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000232,,copies H2-L00127-02 from INV-H2-000127,,,1,1,,554808,554808,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-001083,,copies H2-L00028-04 from INV-H2-000028,,,1,1,,3718784,3718784,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000726,,copies H2-L00569-04 from INV-H2-000569,,,1,1,,2982991,2982991,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000810,,copies H2-L00546-07 from INV-H2-000546,,,1,1,,674737,674737,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000426,,copies H2-L00393-08 from INV-H2-000393,,,1,1,,1683811,1683811,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-001034,,copies H2-L00747-02 from INV-H2-000747,,,1,1,,2664625,2664625,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000991,,copies H2-L00821-01 from INV-H2-000821,,,1,1,,811530,811530,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000457,,copies H2-L00210-03 from INV-H2-000210,,,1,1,,1969084,1969084,,1,F2,0.93,0
H2,cross_invoice_duplicate,INV-H2-000260,,copies H2-L00255-06 from INV-H2-000255,,,1,1,,3875219,3875219,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000038,,adds Extended Dermatologic Specimen Analysis on 2024-01-14 (excluded by Advanced Endocrine Case Conference within 7 days),,,1,1,,2530615,2530615,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000226,,adds Extended Dermatologic Specimen Analysis on 2024-06-06 (excluded by Advanced Endocrine Case Conference within 7 days),,,1,1,,2365736,2365736,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-001039,,adds Intensive Infectious Physiotherapy Session on 2024-02-04 (excluded by Routine Ophthalmic Laboratory Panel within 10 days),,,1,1,,2261611,2261611,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-001006,,adds Postoperative Neurological Rehabilitation Programme on 2025-10-16 (excluded by Bedside Ophthalmic Radiotherapy Fraction within 7 days),,,1,1,,3328351,3328351,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000006,,adds Intermittent Psychiatric Laboratory Panel on 2024-01-12 (excluded by Emergency Pulmonary Ventilation Support within 7 days),,,1,1,,2905616,2905616,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000567,,adds Standard Metabolic Telemetry Monitoring on 2025-01-13 (excluded by Routine Geriatric Physiotherapy Session within 14 days),,,1,1,,3084514,3084514,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000367,,adds Postoperative Neurological Rehabilitation Programme on 2024-08-03 (excluded by Bedside Ophthalmic Radiotherapy Fraction within 7 days),,,1,1,,4036760,4036760,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000015,,adds Intensive Infectious Physiotherapy Session on 2024-01-17 (excluded by Routine Ophthalmic Laboratory Panel within 10 days),,,1,1,,3265271,3265271,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000408,,adds Intensive Infectious Physiotherapy Session on 2024-08-12 (excluded by Routine Ophthalmic Laboratory Panel within 10 days),,,1,1,,3847130,3847130,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000832,,adds Emergency Paediatric Theatre Time on 2025-02-26 (excluded by Routine Geriatric Physiotherapy Session within 7 days),,,1,1,,2144903,2144903,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-001059,,adds Intensive Infectious Physiotherapy Session on 2024-04-15 (excluded by Routine Ophthalmic Laboratory Panel within 10 days),,,1,1,,700562,700562,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000391,,adds Standard Metabolic Telemetry Monitoring on 2024-03-02 (excluded by Routine Geriatric Physiotherapy Session within 14 days),,,1,1,,1410986,1410986,,1,F2,0.93,0
H2,exclusion_window_violation,INV-H2-000675,,adds Postoperative Neurological Rehabilitation Programme on 2024-06-06 (excluded by Bedside Ophthalmic Radiotherapy Fraction within 7 days),,,1,1,,2606740,2606740,,1,F2,0.93,0
